id;name;geoid;geoname;value;datetime
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0;2023-01-01T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0.1;2023-01-01T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0.1;2023-01-01T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0.01;2023-01-01T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;1;2023-01-01T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;4.16;2023-01-01T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;15.1;2023-01-01T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;19.51;2023-01-01T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;24.61;2023-01-01T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;40.07;2023-01-01T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;40.07;2023-01-01T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;16;2023-01-01T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;61.38;2023-01-02T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;42.17;2023-01-02T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;42;2023-01-02T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;42.07;2023-01-02T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;42.17;2023-01-02T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;63.22;2023-01-02T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85;2023-01-02T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;105.36;2023-01-02T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;131;2023-01-02T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;131.58;2023-01-02T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;127;2023-01-02T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;126.07;2023-01-02T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;127;2023-01-02T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;130;2023-01-02T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;131;2023-01-02T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;128;2023-01-02T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;131.88;2023-01-02T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;160;2023-01-02T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;174.74;2023-01-02T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;165.76;2023-01-02T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;153;2023-01-02T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;141.67;2023-01-02T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;134.91;2023-01-02T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;124.22;2023-01-02T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;130.01;2023-01-03T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;120;2023-01-03T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;118.76;2023-01-03T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;115;2023-01-03T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;113.63;2023-01-03T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;116.27;2023-01-03T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;138.92;2023-01-03T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;155.59;2023-01-03T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;169.17;2023-01-03T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;171.18;2023-01-03T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;154.9;2023-01-03T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;146.71;2023-01-03T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;133.33;2023-01-03T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;130;2023-01-03T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;126;2023-01-03T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;120;2023-01-03T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;135.56;2023-01-03T16:00:00+01:00
